3142	17646
Abu Dhabi|United Arab Emirates	Amsterdam|Netherlands	5197.268191364462
Abu Dhabi|United Arab Emirates	Athens|Greece	3266.6740142448
Abu Dhabi|United Arab Emirates	Baghdad|Iraq	1411.736995829403
Abu Dhabi|United Arab Emirates	Bahrain|Bahrain	452.93688539688145
Abu Dhabi|United Arab Emirates	Bangalore|India	2726.095123641485
Abu Dhabi|United Arab Emirates	Bangkok|Thailand	4971.616716446784
Abu Dhabi|United Arab Emirates	Basrah|Iraq	968.9582722362442
Abu Dhabi|United Arab Emirates	Beijing|China	5961.417428243353
Abu Dhabi|United Arab Emirates	Beirut|Lebanon	2131.085812248524
Abu Dhabi|United Arab Emirates	Belgrade|Serbia	3832.905242375
Abu Dhabi|United Arab Emirates	Berlin|Germany	4668.78659047884
Abu Dhabi|United Arab Emirates	Brussels|Belgium	5172.3663655118135
Abu Dhabi|United Arab Emirates	Cairo|Egypt	2380.5847832116347
Abu Dhabi|United Arab Emirates	Calicut|India	2693.407883101192
Abu Dhabi|United Arab Emirates	Casablanca|Morocco	6059.422635268113
Abu Dhabi|United Arab Emirates	Chengdu|China	4877.172977002015
Abu Dhabi|United Arab Emirates	Chicago|United States	11700.73545179612
Abu Dhabi|United Arab Emirates	Chittagong|Bangladesh	3794.841314841909
Abu Dhabi|United Arab Emirates	Colombo|Sri Lanka	3303.735649317115
Abu Dhabi|United Arab Emirates	Dammam|Saudi Arabia	537.9295760399232
Abu Dhabi|United Arab Emirates	Delhi|India	2279.887455599614
Abu Dhabi|United Arab Emirates	Dhaka|Bangladesh	3621.6812812594458
Abu Dhabi|United Arab Emirates	Doha|Qatar	321.27110712246724
Abu Dhabi|United Arab Emirates	Dubai|United Arab Emirates	129.6354266415622
Abu Dhabi|United Arab Emirates	Dublin|Ireland	5947.307727660349
Abu Dhabi|United Arab Emirates	Duesseldorf|Germany	5031.804394461528
Abu Dhabi|United Arab Emirates	Erbil|Iraq	1665.1717659466185
Abu Dhabi|United Arab Emirates	Frankfurt|Germany	4867.307389391746
Abu Dhabi|United Arab Emirates	Fujeirah|United Arab Emirates	203.3794898405459
Abu Dhabi|United Arab Emirates	Geneva|Switzerland	4931.735331844459
Abu Dhabi|United Arab Emirates	Ho Chi Minh City|Vietnam	5686.428319885396
Abu Dhabi|United Arab Emirates	Hong Kong|Hong Kong	6013.374216619984
Abu Dhabi|United Arab Emirates	Islamabad|Pakistan	2061.4639864293176
Abu Dhabi|United Arab Emirates	Istanbul|Turkey	3021.1541358849245
Abu Dhabi|United Arab Emirates	Jaipur|India	2137.9321797818066
Abu Dhabi|United Arab Emirates	Jakarta|Indonesia	6581.9157186082675
Abu Dhabi|United Arab Emirates	Jeddah|Saudi Arabia	1615.3976783916046
Abu Dhabi|United Arab Emirates	Johannesburg|South Africa	6305.479866144793
Abu Dhabi|United Arab Emirates	Karachi|Pakistan	1266.0960689448348
Abu Dhabi|United Arab Emirates	Kathmandu|Nepal	3084.1681652120324
Abu Dhabi|United Arab Emirates	Khartoum|Sudan	2507.738831911413
Abu Dhabi|United Arab Emirates	Kish Island|Iran	242.56449788399783
Abu Dhabi|United Arab Emirates	Kochi|India	2798.2078283065343
Abu Dhabi|United Arab Emirates	Kuala Lumpur|Malaysia	5594.514955222827
Abu Dhabi|United Arab Emirates	Kuwait|Kuwait	851.33588645545
Abu Dhabi|United Arab Emirates	Lagos|Nigeria	5813.934615985499
Abu Dhabi|United Arab Emirates	Lahore|Pakistan	2091.9237423143
Abu Dhabi|United Arab Emirates	Larnaca|Cyprus	2335.4352026258157
Abu Dhabi|United Arab Emirates	London|United Kingdom	5522.725075383451
Abu Dhabi|United Arab Emirates	Madinah|Saudi Arabia	1513.3426371672217
Abu Dhabi|United Arab Emirates	Madras|India	2969.2024856575013
Abu Dhabi|United Arab Emirates	Mahe|Seychelles	3241.5182234226027
Abu Dhabi|United Arab Emirates	Male|Maldives	3028.018593539565
Abu Dhabi|United Arab Emirates	Manchester|United Kingdom	5684.515073003807
Abu Dhabi|United Arab Emirates	Mangalore|India	2481.8231451428683
Abu Dhabi|United Arab Emirates	Manila|Philippines	6991.881012138278
Abu Dhabi|United Arab Emirates	Melbourne|Australia	11664.452573730585
Abu Dhabi|United Arab Emirates	Milano|Italy	4718.8933781350415
Abu Dhabi|United Arab Emirates	Minsk 2|Belarus	3954.112007152553
Abu Dhabi|United Arab Emirates	Moscow|Russia	3710.8003543714167
Abu Dhabi|United Arab Emirates	Mukalla|Yemen	1219.909979688596
Abu Dhabi|United Arab Emirates	Mumbai|India	1973.0490533385619
Abu Dhabi|United Arab Emirates	Munich|Germany	4585.032844838029
Abu Dhabi|United Arab Emirates	Muscat|Oman	381.0706600416377
Abu Dhabi|United Arab Emirates	Nairobi|Kenya	3446.9444451809286
Abu Dhabi|United Arab Emirates	New York|United States	11043.518433843725
Abu Dhabi|United Arab Emirates	Paris|France	5257.626684935019
Abu Dhabi|United Arab Emirates	Peshawar|Pakistan	1949.467096373762
Abu Dhabi|United Arab Emirates	Phuket|Thailand	4979.668352395245
Abu Dhabi|United Arab Emirates	Rahim Yar Khan|Pakistan	1617.6090345265527
Abu Dhabi|United Arab Emirates	Riyadh|Saudi Arabia	806.2665224486078
Abu Dhabi|United Arab Emirates	Rome|Italy	4344.873835572659
Abu Dhabi|United Arab Emirates	Sanaa|Yemen	1477.0332330876272
Abu Dhabi|United Arab Emirates	Sao Paulo|Brazil	12134.281141040581
Abu Dhabi|United Arab Emirates	Sayun Intl|Yemen	1123.5974659317526
Abu Dhabi|United Arab Emirates	Seoul|South Korea	6844.831689848595
Abu Dhabi|United Arab Emirates	Shanghai|China	6557.106619533095
Abu Dhabi|United Arab Emirates	Sharjah|United Arab Emirates	132.6225769163748
Abu Dhabi|United Arab Emirates	Singapore|Singapore	5892.218125079754
Abu Dhabi|United Arab Emirates	Sir Bani Yas Island|United Arab Emirates	191.10823198201723
Abu Dhabi|United Arab Emirates	Sydney|Australia	12074.606409716776
Abu Dhabi|United Arab Emirates	Sylhet Osmani|Bangladesh	3752.260247464925
Abu Dhabi|United Arab Emirates	Tehran|Iran	1268.073192146378
Abu Dhabi|United Arab Emirates	Tokyo|Japan	8097.321027647217
Abu Dhabi|United Arab Emirates	Toronto|Canada	11134.550811623092
Abu Dhabi|United Arab Emirates	Trivandrum|India	2958.462800098892
Abu Dhabi|United Arab Emirates	Tselinograd|Kazakhstan	3291.686720687895
Abu Dhabi|United Arab Emirates	Washington|United States	11399.301971639137
Abu Simbel|Egypt	Aswan|Egypt	215.76132684362688
Abuja|Nigeria	Accra|Ghana	903.4148969634492
Abuja|Nigeria	Addis Ababa|Ethiopia	3466.2635688959967
Abuja|Nigeria	Benin|Nigeria	351.1899325039585
Abuja|Nigeria	Cairo|Egypt	3438.831010440028
Abuja|Nigeria	Calabar|Nigeria	464.3980978484491
Abuja|Nigeria	Cotonou|Benin	613.6901610424867
Abuja|Nigeria	Enugu|Nigeria	283.83241493547
Abuja|Nigeria	Frankfurt|Germany	4568.5602572318385
Abuja|Nigeria	Ibadan|Nigeria	405.5744532208385
Abuja|Nigeria	Ilorin|Nigeria	311.15583427608516
Abuja|Nigeria	Imo|Nigeria	398.53510822811785
Abuja|Nigeria	Kano|Nigeria	365.5587171847347
Abuja|Nigeria	Lagos|Nigeria	511.978285855342
Abuja|Nigeria	Lome|Togo	734.5142891858263
Abuja|Nigeria	London|United Kingdom	4779.462005727685
Abuja|Nigeria	Malabo|Equatorial Guinea	606.0474256539406
Abuja|Nigeria	N'djamena|Chad	918.7022118790002
Abuja|Nigeria	Niamey|Niger	745.319334831385
Abuja|Nigeria	Osubi|Nigeria	411.8357883645888
Abuja|Nigeria	Paris|France	4475.041472604118
Abuja|Nigeria	Port Hartcourt|Nigeria	445.64814328807086
Abuja|Nigeria	Sokoto|Nigeria	489.75356763296503
Abuja|Nigeria	Yola|Nigeria	568.5905739829018
Acapulco|Mexico	Houston|United States	1539.4531785027132
Acapulco|Mexico	Mexico City|Mexico	306.8424762751454
Acapulco|Mexico	Monterrey|Mexico	1004.9015601208675
Acapulco|Mexico	Tijuana|Mexico	2466.8972243163694
Acapulco|Mexico	Toluca|Mexico	287.8864002348195
Accra|Ghana	Addis Ababa|Ethiopia	4316.815023163879
Accra|Ghana	Amsterdam|Netherlands	5218.5922081966655
Accra|Ghana	Beirut|Lebanon	4834.825013791861
Accra|Ghana	Cairo|Egypt	4287.62967272582
Accra|Ghana	Casablanca|Morocco	3184.4875253090318
Accra|Ghana	Cotonou|Benin	294.5822557965731
Accra|Ghana	Dakar|Senegal	2151.137137914294
Accra|Ghana	Dubai|United Arab Emirates	6295.872554282268
Accra|Ghana	Frankfurt|Germany	5012.8451328262145
Accra|Ghana	Freetown|Sierra Leone	1477.4696489508497
Accra|Ghana	Istanbul|Turkey	4879.691006281612
Accra|Ghana	Johannesburg|South Africa	4678.767441986487
Accra|Ghana	Kumasi|Ghana	200.22106922912698
Accra|Ghana	Lagos|Nigeria	400.9514093177486
Accra|Ghana	Lisbon|Portugal	3802.211959845528
Accra|Ghana	Lome|Togo	169.29335939624966
Accra|Ghana	London|United Kingdom	5105.677537983883
Accra|Ghana	Madrid|Spain	3896.0706442701353
Accra|Ghana	Monrovia|Liberia	1175.158543086331
Accra|Ghana	Nairobi|Kenya	4195.1486308421745
Accra|Ghana	New York|United States	8230.525788375237
Accra|Ghana	Ouagadougou|Burkina Faso	765.5838372054974
Accra|Ghana	Rome|Italy	4212.6424507376705
Accra|Ghana	Sunyani|Ghana	308.8911665256846
Accra|Ghana	Takoradi|Ghana	194.94028669082934
Accra|Ghana	Tamale|Ghana	446.5838376015964
Accra|Ghana	Windhoek|Namibia	3669.362367706005
Adak Island|United States	Anchorage|United States	1915.3768427125729
Adana|Turkey	Ankara|Turkey	402.71584201418534
Adana|Turkey	Antalya|Turkey	398.6542755115058
Adana|Turkey	Erbil|Iraq	779.9965671401998
Adana|Turkey	Istanbul|Turkey	675.9805315322599
Adana|Turkey	Izmir|Turkey	730.5267298899557
Adana|Turkey	Jeddah|Saudi Arabia	1744.0051534103209
Adana|Turkey	Nicosia|Cyprus	259.14159629412006
Adana|Turkey	Trabzon|Turkey	592.9199384342814
Adana|Turkey	Van|Turkey	727.719136330682
Addis Ababa|Ethiopia	Arba Minch|Ethiopia	353.2577349672023
Addis Ababa|Ethiopia	Asosa|Ethiopia	476.82454744227846
Addis Ababa|Ethiopia	Axum|Ethiopia	575.3953255268909
Addis Ababa|Ethiopia	Bahar Dar|Ethiopia	334.53467624363526
Addis Ababa|Ethiopia	Bahrain|Bahrain	2294.731074492455
Addis Ababa|Ethiopia	Bamako|Mali	5121.682968115188
Addis Ababa|Ethiopia	Bangkok|Thailand	6765.259975130351
Addis Ababa|Ethiopia	Beijing|China	8338.514873441267
Addis Ababa|Ethiopia	Beirut|Lebanon	2786.172622048771
Addis Ababa|Ethiopia	Blantyre|Malawi	2776.95887130044
Addis Ababa|Ethiopia	Brazzaville|Congo (Brazzaville)	2999.398635465015
Addis Ababa|Ethiopia	Cairo|Egypt	2476.258406937263
Addis Ababa|Ethiopia	Cotonou|Benin	4026.319826380749
Addis Ababa|Ethiopia	Dammam|Saudi Arabia	2266.6732929064256
Addis Ababa|Ethiopia	Dar Es Salaam|Tanzania	1765.6109401641957
Addis Ababa|Ethiopia	Delhi|India	4557.466664805288
Addis Ababa|Ethiopia	Dire Dawa|Ethiopia	343.22528602302
Addis Ababa|Ethiopia	Djibouti|Djibouti	556.6533529111298
Addis Ababa|Ethiopia	Doha|Qatar	2265.0060690151404
Addis Ababa|Ethiopia	Douala|Cameroon	3262.1093510078
Addis Ababa|Ethiopia	Dubai|United Arab Emirates	2521.726003395713
Addis Ababa|Ethiopia	Entebbe|Uganda	1218.9422670901579
Addis Ababa|Ethiopia	Enugu|Nigeria	3455.854719281624
Addis Ababa|Ethiopia	Frankfurt|Germany	5354.628704233404
Addis Ababa|Ethiopia	Gambella|Ethiopia	475.7936638724472
Addis Ababa|Ethiopia	Gondar|Ethiopia	421.6025772920118
Addis Ababa|Ethiopia	Guangzhou|China	8046.906555930032
Addis Ababa|Ethiopia	Harare|Zimbabwe	3112.9991280439594
Addis Ababa|Ethiopia	Hargeisa|Somalia	584.2541521695509
Addis Ababa|Ethiopia	Hong Kong|Hong Kong	8115.499224230732
Addis Ababa|Ethiopia	Istanbul|Turkey	3695.7477891993412
Addis Ababa|Ethiopia	Jeddah|Saudi Arabia	1414.434842130361
Addis Ababa|Ethiopia	Jijiga|Ethiopia	453.70981748875454
Addis Ababa|Ethiopia	Jimma|Ethiopia	262.7032206090598
Addis Ababa|Ethiopia	Johannesburg|South Africa	4072.476331632073
Addis Ababa|Ethiopia	Juba|South Sudan	917.2374569208084
Addis Ababa|Ethiopia	Khartoum|Sudan	1001.3117763019602
Addis Ababa|Ethiopia	Kigali|Rwanda	1551.6966676223067
Addis Ababa|Ethiopia	Kilimanjaro|Tanzania	1394.3432985283275
Addis Ababa|Ethiopia	Kinshasa|Congo (Kinshasa)	2988.301857606885
Addis Ababa|Ethiopia	Kuwait|Kuwait	2448.9814458022915
Addis Ababa|Ethiopia	Lagos|Nigeria	3920.616011503045
Addis Ababa|Ethiopia	Lalibella|Ethiopia	334.21529388326405
Addis Ababa|Ethiopia	Libreville|Gabon	3392.1243012653385
Addis Ababa|Ethiopia	Lilongwe|Malawi	2594.321341485719
Addis Ababa|Ethiopia	Lome|Togo	4152.96659029925
Addis Ababa|Ethiopia	London|United Kingdom	5926.444870733225
Addis Ababa|Ethiopia	Luanda|Angola	3460.7873000994728
Addis Ababa|Ethiopia	Lubumashi|Congo (Kinshasa)	2607.3716085462243
Addis Ababa|Ethiopia	Lusaka|Zambia	2936.779284973839
Addis Ababa|Ethiopia	Makale|Ethiopia	506.1444235754111
Addis Ababa|Ethiopia	Malabo|Equatorial Guinea	3377.6617980448978
Addis Ababa|Ethiopia	Maputo|Mozambique	3942.868692480757
Addis Ababa|Ethiopia	Mombasa|Kenya	1451.2217162719921
Addis Ababa|Ethiopia	Mumbai|India	3838.9084563891292
Addis Ababa|Ethiopia	Muscat|Oman	2636.0343261174066
Addis Ababa|Ethiopia	N'djamena|Chad	2623.341928542394
Addis Ababa|Ethiopia	Nairobi|Kenya	1164.8911132485127
Addis Ababa|Ethiopia	Ndola|Zambia	2690.692316498896
Addis Ababa|Ethiopia	Niamey|Niger	4025.409373236903
Addis Ababa|Ethiopia	Ouagadougou|Burkina Faso	4421.868744933293
Addis Ababa|Ethiopia	Paris|France	5586.857767776491
Addis Ababa|Ethiopia	Pointe-noire|Congo (Brazzaville)	3358.1414743007513
Addis Ababa|Ethiopia	Riyadh|Saudi Arabia	1966.1138543726508
Addis Ababa|Ethiopia	Rome|Italy	4486.318237150383
Addis Ababa|Ethiopia	Sanaa|Yemen	933.0534282580851
Addis Ababa|Ethiopia	Shanghai|China	8840.522774773011
Addis Ababa|Ethiopia	Stockholm|Sweden	5906.666219150269
Addis Ababa|Ethiopia	Tel-aviv|Israel	2595.6595550850743
Addis Ababa|Ethiopia	Toronto|Canada	11514.040045917925
Addis Ababa|Ethiopia	Washington|United States	11575.843985598149
Addis Ababa|Ethiopia	Zanzibar|Tanzania	1692.66875655599
Adelaide|Australia	Alice Springs|Australia	1318.2084813707531
Adelaide|Australia	Argyle|Australia	281.6677456517995
Adelaide|Australia	Auckland|New Zealand	3254.9128843693047
Adelaide|Australia	Brisbane|Australia	1621.7187415691499
Adelaide|Australia	Broken Hill|Australia	426.4995091618308
Adelaide|Australia	Cairns|Australia	2134.6845144131485
Adelaide|Australia	Canberra|Australia	971.2714425061396
Adelaide|Australia	Ceduna|Australia	545.998765413572
Adelaide|Australia	Coober Pedy|Australia	749.1351969474038
Adelaide|Australia	Coolangatta|Australia	1605.9490601760103
Adelaide|Australia	Darwin|Australia	2624.1846054943185
Adelaide|Australia	Denpasar|Indonesia	3764.032346848665
Adelaide|Australia	Dubai|United Arab Emirates	11018.554400939276
Adelaide|Australia	Hong Kong|Hong Kong	6883.393799057145
Adelaide|Australia	Kalgoorlie|Australia	1659.181215932059
Adelaide|Australia	Kingscote|Australia	125.45617688095572
Adelaide|Australia	Kuala Lumpur|Malaysia	5688.076804899744
Adelaide|Australia	Melbourne|Australia	642.3035359468576
Adelaide|Australia	Mildura|Australia	335.3727175492275
Adelaide|Australia	Mount Gambier|Australia	371.49829881695325
Adelaide|Australia	Olympic Dam|Australia	520.0546483813999
Adelaide|Australia	Perth|Australia	2117.774218699326
Adelaide|Australia	Port Lincoln|Australia	245.3196193231257
Adelaide|Australia	Singapore|Singapore	5407.952441047218
Adelaide|Australia	Sydney|Australia	1165.4175798650654
Adelaide|Australia	Whyalla|Australia	229.97301926964641
Aden|Yemen	Amman|Jordan	2297.2411331520634
Aden|Yemen	Asmara|Eritrea	715.1789871049957
Aden|Yemen	Berbera|Somalia	271.81535530209123
Aden|Yemen	Cairo|Egypt	2381.890393672872
Aden|Yemen	Dammam|Saudi Arabia	1598.2242135555427
Aden|Yemen	Doha|Qatar	1547.6893465404075
Aden|Yemen	Dubai|United Arab Emirates	1757.4584658479098
Aden|Yemen	Istanbul|Turkey	3508.722168483328
Aden|Yemen	Jeddah|Saudi Arabia	1165.863012922513
Aden|Yemen	Mogadishu|Somalia	1204.2850686992992
Aden|Yemen	Mukalla|Yemen	512.3111522909226
Aden|Yemen	Mumbai|India	3055.897541848151
Aden|Yemen	Riyadh|Saudi Arabia	1361.4160001888006
Aden|Yemen	Sanaa|Yemen	307.3022595857709
Aden|Yemen	Sayun Intl|Yemen	534.9473658495863
Aden|Yemen	Sharjah|United Arab Emirates	1773.8238217322398
Adiyaman|Turkey	Ankara|Turkey	543.7798652340136
Adiyaman|Turkey	Istanbul|Turkey	905.46008034845
Adrar|Algeria	Algier|Algeria	1036.0294084430586
Adrar|Algeria	Bordj Badji Mokhtar|Algeria	728.1064585869942
Adrar|Algeria	Constantine|Algeria	1137.096797561953
Adrar|Algeria	In Salah|Algeria	274.21549760433595
Adrar|Algeria	Oran|Algeria	867.7220788639527
Adrar|Algeria	Ouargla|Algeria	705.7003607936413
Agadir|Morocco	Amsterdam|Netherlands	2707.879298790872
Agadir|Morocco	Berlin|Germany	3086.564713184443
Agadir|Morocco	Brussels|Belgium	2564.1393913844195
Agadir|Morocco	Casablanca|Morocco	380.01199680025996
Agadir|Morocco	Charleroi|Belgium	2521.3534043364666
Agadir|Morocco	Dakhla|Western Sahara	978.6984041069064
Agadir|Morocco	Duesseldorf|Germany	2689.1875967683336
Agadir|Morocco	El Aaiún|Western Sahara	512.5558108308354
Agadir|Morocco	Frankfurt|Germany	2659.225143133961
Agadir|Morocco	Gran Canaria|Spain	638.9019506615367
Agadir|Morocco	Leipzig|Germany	2949.0725274056836
Agadir|Morocco	Liege|Belgium	2576.42402717437
Agadir|Morocco	Lille|France	2481.446167957006
Agadir|Morocco	London|United Kingdom	2440.47205400284
Agadir|Morocco	Luxemburg|Luxembourg	2516.4990810167164
Agadir|Morocco	Lyon|France	2126.825672385044
Agadir|Morocco	Manchester|United Kingdom	2627.829252416861
Agadir|Morocco	Marrakech|Morocco	193.9860680909634
Agadir|Morocco	Marseille|France	1950.8283493171655
Agadir|Morocco	Munich|Germany	2694.4254065966757
Agadir|Morocco	Paris|France	2312.575686470943
Agana|Guam	Babelthuap|Palau	1312.1665428863373
Agana|Guam	Busan|South Korea	2892.5824068165743
Agana|Guam	Cairns|Australia	3382.255157288389
Agana|Guam	Chuuk|Micronesia	1021.6188339456036
Agana|Guam	Fukuoka|Japan	2667.276567281669
Agana|Guam	Hong Kong|Hong Kong	3407.816431500977
Agana|Guam	Honolulu|United States	6115.717657087608
Agana|Guam	Manila|Philippines	2569.502715323809
Agana|Guam	Nagoya|Japan	2511.505284851625
Agana|Guam	Okayama|Japan	2611.518693498128
Agana|Guam	Osaka|Japan	2522.401342402479
Agana|Guam	Rota|Northern Mariana Islands	90.82587231370064
Agana|Guam	Saipan|Northern Mariana Islands	208.03166547960362
Agana|Guam	Sapporo|Japan	3274.3037820876216
Agana|Guam	Sendai|Japan	2771.33394948816
Agana|Guam	Seoul|South Korea	3230.787529440914
Agana|Guam	Taipei|Taiwan	2785.193058942509
Agana|Guam	Tokyo|Japan	2519.2966380985513
Agana|Guam	Yap|Micronesia	855.9889054237676
Agartala|India	Guwahati|India	249.4706009513688
Agartala|India	Imphal|India	286.4254013770663
Agartala|India	Kolkata|India	316.9022041471164
Agatti Island|India	Kochi|India	468.5538926100317
Agen|France	Castres|France	152.71513254708378
Agen|France	Paris|France	524.558734219478
Agra|India	Khajuraho|India	325.7819950430655
Agra|India	Mumbai|India	1038.048890255488
Agra|India	Varanasi|India	524.2477476208928
Agri|Turkey	Ankara|Turkey	857.8944099139071
Agri|Turkey	Istanbul|Turkey	1213.8126035010198
Aguadilla|Puerto Rico	Fort Lauderdale|United States	1583.019028978367
Aguadilla|Puerto Rico	New York|United States	2545.762616118777
Aguadilla|Puerto Rico	Newark|United States	2560.921376979284
Aguadilla|Puerto Rico	Orlando|United States	1819.2116381766887
Aguascalientes|Mexico	Cancun|Mexico	1601.721609789412
Aguascalientes|Mexico	Dallas-Fort Worth|United States	1350.2307208730795
Aguascalientes|Mexico	Houston|United States	1155.958713778299
Aguascalientes|Mexico	Los Angeles|United States	2084.0930309740033
Aguascalientes|Mexico	Mexico City|Mexico	422.1669717899192
